farmer_id,county,crop_type,farm_size_acres,rainfall_received_mm,soil_quality_score,fertilizer_used,years_insured,previous_claims_3yr,distance_to_market_km,claim_filed
KE-FARM-0956,Kitui,Maize,1.9,671.3,6,1,2,2,1.0,0
KE-FARM-0957,Nakuru,Sunflower,2.8,675.0,1,0,10,1,1.0,0
KE-FARM-0958,Laikipia,Sunflower,7.8,789.0,9,0,12,2,15.0,1
KE-FARM-0959,Laikipia,Sorghum,5.5,573.0,6,0,13,0,2.1,0
KE-FARM-0960,Kitui,Maize,6.5,697.8,10,1,9,0,12.9,0
KE-FARM-0961,Uasin Gishu,Beans,0.6,520.4,1,1,11,0,5.8,1
KE-FARM-0962,Uasin Gishu,Wheat,0.5,442.0,1,1,5,1,18.1,1
KE-FARM-0963,Meru,Wheat,9.0,869.1,8,1,13,0,16.5,0
KE-FARM-0964,Meru,Sunflower,2.0,655.4,6,1,6,0,32.1,0
KE-FARM-0965,Laikipia,Sorghum,1.4,696.7,8,1,6,1,2.9,0
KE-FARM-0966,Nakuru,Wheat,5.2,438.0,8,1,11,0,2.6,0
KE-FARM-0967,Trans Nzoia,Maize,7.2,676.6,8,1,3,1,1.0,0
KE-FARM-0968,Trans Nzoia,Sunflower,7.9,866.7,10,1,11,0,5.3,0
KE-FARM-0969,Meru,Beans,1.5,558.4,7,1,11,1,6.1,0
KE-FARM-0970,Nakuru,Sunflower,7.6,411.6,7,1,10,2,33.4,0
KE-FARM-0971,Meru,Beans,0.5,627.6,10,1,7,0,17.8,0
KE-FARM-0972,Trans Nzoia,Sunflower,0.5,444.6,4,0,15,2,1.8,0
KE-FARM-0973,Kitui,Sunflower,3.9,366.3,9,0,13,0,16.0,1
KE-FARM-0974,Meru,Sunflower,0.5,489.8,2,1,7,1,2.0,0
KE-FARM-0975,Nyandarua,Beans,1.6,526.1,9,0,8,2,1.0,0
KE-FARM-0976,Kitui,Beans,4.5,451.9,10,1,5,0,18.1,0
KE-FARM-0977,Meru,Sunflower,1.6,799.0,3,1,2,2,37.3,0
KE-FARM-0978,Laikipia,Wheat,0.8,883.4,2,0,15,0,1.0,0
KE-FARM-0979,Meru,Sorghum,1.3,692.7,4,0,13,0,16.8,0
KE-FARM-0980,Laikipia,Sorghum,2.4,657.6,5,0,3,0,19.6,0
KE-FARM-0981,Nakuru,Sorghum,2.6,578.7,2,0,9,2,1.3,0
KE-FARM-0982,Trans Nzoia,Beans,6.1,465.6,1,1,15,0,3.3,0
KE-FARM-0983,Kitui,Beans,5.5,840.4,10,1,6,1,13.2,0
KE-FARM-0984,Kitui,Wheat,2.4,590.6,5,1,8,0,16.5,0
KE-FARM-0985,Uasin Gishu,Sorghum,7.5,530.6,9,1,8,0,4.4,0
KE-FARM-0986,Uasin Gishu,Sorghum,0.5,752.2,5,1,14,0,1.7,0
KE-FARM-0987,Trans Nzoia,Sunflower,1.2,589.0,10,1,5,1,10.5,0
KE-FARM-0988,Uasin Gishu,Beans,7.0,746.6,9,1,1,0,12.1,0
KE-FARM-0989,Kitui,Sorghum,1.9,538.5,10,1,6,1,7.0,0
KE-FARM-0990,Meru,Wheat,15.9,752.6,6,0,7,1,1.6,0
KE-FARM-0991,Nakuru,Wheat,2.5,747.0,3,0,9,2,18.6,0
KE-FARM-0992,Nakuru,Sorghum,6.3,798.7,4,0,2,2,10.4,0
KE-FARM-0993,Trans Nzoia,Beans,2.1,493.6,4,0,12,0,20.3,0
KE-FARM-0994,Uasin Gishu,Wheat,2.2,587.5,1,1,13,0,27.0,0
KE-FARM-0995,Meru,Sunflower,1.9,892.2,3,0,2,0,16.4,0
KE-FARM-0996,Nakuru,Wheat,5.1,563.0,3,1,10,0,31.9,0
KE-FARM-0997,Nakuru,Maize,3.2,721.7,1,1,1,2,30.8,0
KE-FARM-0998,Nyandarua,Maize,11.5,943.6,9,1,5,0,9.7,0
KE-FARM-0999,Nyandarua,Beans,1.2,322.6,1,1,2,0,13.0,1
KE-FARM-1000,Kitui,Sorghum,0.5,558.1,9,0,3,1,12.0,0
KE-FARM-1001,Nakuru,Beans,2.0,600.3,1,1,2,2,9.7,0
KE-FARM-1002,Trans Nzoia,Beans,3.8,330.2,2,0,11,1,1.0,1
KE-FARM-1003,Laikipia,Beans,7.9,531.6,2,1,4,1,4.4,0
KE-FARM-1004,Laikipia,Beans,1.7,454.3,6,1,11,0,1.1,0
KE-FARM-1005,Meru,Sunflower,4.2,728.7,7,1,3,2,3.6,1
KE-FARM-1006,Nakuru,Sunflower,1.7,340.1,1,1,9,0,1.0,0
KE-FARM-1007,Nakuru,Wheat,3.8,883.4,3,1,10,0,25.3,0
KE-FARM-1008,Kitui,Maize,8.6,703.5,2,0,12,1,6.0,0
KE-FARM-1009,Nakuru,Beans,1.1,441.9,8,0,2,1,2.1,0
KE-FARM-1010,Trans Nzoia,Wheat,2.1,754.0,9,1,7,0,8.8,0
KE-FARM-1011,Nyandarua,Maize,20.0,689.5,2,1,15,1,2.2,0
KE-FARM-1012,Nakuru,Sorghum,8.1,594.2,2,1,11,2,16.3,0
KE-FARM-1013,Nakuru,Sunflower,3.3,491.8,10,0,14,1,3.7,0
KE-FARM-1014,Kitui,Maize,2.9,682.1,9,1,3,0,3.8,0
KE-FARM-1015,Uasin Gishu,Sorghum,1.3,618.4,4,1,10,0,20.4,0
KE-FARM-1016,Kitui,Maize,2.9,496.6,5,1,8,1,8.2,0
KE-FARM-1017,Kitui,Sunflower,7.5,398.5,9,1,4,0,21.8,0
KE-FARM-1018,Trans Nzoia,Sunflower,4.6,472.4,6,1,14,0,5.3,0
KE-FARM-1019,Meru,Wheat,1.4,524.5,10,0,4,0,4.2,0
KE-FARM-1020,Nakuru,Beans,0.9,774.4,9,1,9,0,7.1,0
KE-FARM-1021,Kitui,Maize,1.2,729.1,9,0,11,0,1.0,0
KE-FARM-1022,Kitui,Maize,0.7,532.5,7,0,3,0,1.7,0
KE-FARM-1023,Uasin Gishu,Sorghum,0.5,538.3,10,1,7,0,2.5,0
KE-FARM-1024,Kitui,Sunflower,2.2,748.7,9,1,1,0,17.0,0
KE-FARM-1025,Laikipia,Maize,0.5,640.1,5,1,7,2,13.2,0
KE-FARM-1026,Meru,Sunflower,0.8,638.0,5,1,10,1,2.1,0
KE-FARM-1027,Nakuru,Maize,3.2,494.5,8,1,11,0,3.2,0
KE-FARM-1028,Nakuru,Wheat,0.7,581.5,10,0,2,4,28.9,0
KE-FARM-1029,Uasin Gishu,Beans,0.5,600.6,4,1,12,2,1.0,0
KE-FARM-1030,Trans Nzoia,Maize,1.5,586.3,9,0,14,1,7.9,0
KE-FARM-1031,Nakuru,Sunflower,1.0,710.1,7,1,14,1,7.4,0
KE-FARM-1032,Laikipia,Wheat,2.9,714.8,7,0,6,0,12.9,0
KE-FARM-1033,Nakuru,Maize,0.5,462.2,3,1,15,1,3.0,0
KE-FARM-1034,Laikipia,Sorghum,5.6,525.0,4,1,13,1,27.3,0
KE-FARM-1035,Meru,Beans,9.5,496.9,7,0,9,0,5.3,0
KE-FARM-1036,Meru,Maize,5.4,808.3,5,1,6,0,3.4,0
KE-FARM-1037,Nyandarua,Wheat,3.0,938.0,3,0,3,2,4.1,0
KE-FARM-1038,Nyandarua,Sorghum,7.9,530.5,1,0,1,1,4.3,0
KE-FARM-1039,Laikipia,Wheat,4.7,574.9,7,0,12,0,2.2,0
KE-FARM-1040,Trans Nzoia,Wheat,0.5,726.3,6,1,12,2,26.3,1
KE-FARM-1041,Nakuru,Sorghum,2.0,493.9,10,1,15,0,1.9,0
KE-FARM-1042,Kitui,Wheat,7.6,729.7,7,1,4,1,21.4,0
KE-FARM-1043,Nakuru,Sorghum,1.7,596.9,2,1,4,1,5.2,0
KE-FARM-1044,Nyandarua,Maize,0.5,338.4,4,1,13,1,3.1,0
KE-FARM-1045,Kitui,Sorghum,5.5,404.9,2,1,8,0,2.2,0
KE-FARM-1046,Laikipia,Sorghum,6.5,549.3,8,1,10,1,7.0,0
KE-FARM-1047,Kitui,Beans,0.7,783.4,7,1,10,1,11.1,0
KE-FARM-1048,Nakuru,Sorghum,3.1,466.1,1,1,14,0,22.8,0
KE-FARM-1049,Nakuru,Sorghum,0.9,519.9,2,0,13,1,10.6,0
KE-FARM-1050,Trans Nzoia,Maize,5.1,631.7,2,1,7,1,6.6,0
KE-FARM-1051,Uasin Gishu,Beans,1.3,349.7,4,1,10,0,1.0,0
KE-FARM-1052,Kitui,Sunflower,1.5,644.8,3,0,7,1,24.7,0
KE-FARM-1053,Nyandarua,Maize,7.5,368.4,1,1,7,0,23.3,0
KE-FARM-1054,Nyandarua,Maize,2.6,685.1,2,0,12,1,4.8,1
KE-FARM-1055,Uasin Gishu,Sunflower,4.4,478.7,9,0,2,0,1.0,0
KE-FARM-1056,Nakuru,Sorghum,2.1,458.7,1,0,9,0,13.2,1
KE-FARM-1057,Trans Nzoia,Wheat,1.4,640.9,9,1,6,0,15.7,0
KE-FARM-1058,Trans Nzoia,Beans,3.9,719.1,7,1,2,0,7.8,0
KE-FARM-1059,Nyandarua,Wheat,0.7,656.4,2,1,1,1,5.2,0
KE-FARM-1060,Trans Nzoia,Sunflower,1.9,631.1,2,0,11,0,19.0,0
KE-FARM-1061,Meru,Maize,0.9,633.3,5,1,1,0,2.1,0
KE-FARM-1062,Uasin Gishu,Maize,4.8,657.3,5,1,1,0,5.8,0
KE-FARM-1063,Nakuru,Beans,11.5,667.2,4,0,4,1,1.0,0
KE-FARM-1064,Meru,Maize,21.6,540.9,10,1,4,1,1.8,0
KE-FARM-1065,Uasin Gishu,Maize,2.4,698.2,10,0,14,0,28.3,0
KE-FARM-1066,Laikipia,Beans,1.2,480.3,3,0,12,0,8.6,0
KE-FARM-1067,Kitui,Beans,2.3,763.7,4,1,9,1,16.4,0
KE-FARM-1068,Nyandarua,Sunflower,7.5,717.4,10,1,13,1,6.7,0
KE-FARM-1069,Trans Nzoia,Maize,0.9,927.1,4,0,12,0,18.0,0
KE-FARM-1070,Laikipia,Maize,12.2,677.1,2,0,12,0,7.7,0
KE-FARM-1071,Trans Nzoia,Sunflower,1.7,736.4,5,0,1,0,1.0,0
KE-FARM-1072,Meru,Sorghum,17.0,365.9,5,0,3,0,23.0,0
KE-FARM-1073,Nakuru,Sorghum,7.3,741.3,5,0,3,1,1.6,0
KE-FARM-1074,Nakuru,Sorghum,6.6,776.5,10,1,8,0,6.0,0
KE-FARM-1075,Nakuru,Sunflower,1.5,825.7,1,1,2,0,6.5,1
KE-FARM-1076,Trans Nzoia,Maize,0.5,618.1,6,1,6,0,1.0,0
KE-FARM-1077,Laikipia,Sunflower,1.9,548.7,2,1,11,1,1.0,0
KE-FARM-1078,Nakuru,Sunflower,1.4,436.6,7,1,4,0,14.4,0
KE-FARM-1079,Laikipia,Sorghum,0.5,450.3,4,0,13,1,3.6,0
KE-FARM-1080,Trans Nzoia,Wheat,2.8,596.2,5,0,10,0,5.3,0
KE-FARM-1081,Meru,Maize,2.1,337.3,5,1,6,1,8.3,0
KE-FARM-1082,Laikipia,Sorghum,4.0,484.8,5,0,13,1,4.7,0
KE-FARM-1083,Meru,Wheat,3.9,613.4,2,0,5,1,14.9,0
KE-FARM-1084,Trans Nzoia,Wheat,0.5,610.1,5,0,12,2,21.6,0
KE-FARM-1085,Trans Nzoia,Beans,15.1,454.6,3,1,9,1,1.0,1
KE-FARM-1086,Nyandarua,Maize,0.8,414.9,4,1,9,1,10.1,0
KE-FARM-1087,Trans Nzoia,Wheat,2.4,437.3,2,1,1,1,3.8,0
KE-FARM-1088,Trans Nzoia,Sorghum,2.7,566.9,4,1,3,1,8.8,0
KE-FARM-1089,Uasin Gishu,Beans,6.7,919.5,9,1,1,1,6.6,0
KE-FARM-1090,Nakuru,Maize,0.5,759.1,8,1,6,0,4.1,0
KE-FARM-1091,Nyandarua,Sunflower,2.2,632.1,3,0,12,1,1.0,0
KE-FARM-1092,Kitui,Sorghum,4.0,683.1,1,0,3,2,8.2,0
KE-FARM-1093,Nyandarua,Wheat,1.0,752.4,1,0,14,1,1.2,1
KE-FARM-1094,Nyandarua,Wheat,3.9,701.3,6,0,1,0,1.7,0
KE-FARM-1095,Kitui,Sorghum,10.3,553.8,3,0,6,0,40.3,0
KE-FARM-1096,Uasin Gishu,Wheat,24.0,473.2,4,0,5,1,3.8,0
KE-FARM-1097,Meru,Beans,0.5,581.2,1,0,12,0,8.8,1
KE-FARM-1098,Trans Nzoia,Maize,1.1,750.6,8,1,12,1,3.2,0
KE-FARM-1099,Nakuru,Beans,1.5,559.4,1,1,8,1,20.1,0
KE-FARM-1100,Laikipia,Wheat,2.0,434.3,5,1,14,0,3.3,0
KE-FARM-1101,Kitui,Sunflower,1.1,341.5,6,1,2,1,4.6,0
KE-FARM-1102,Meru,Maize,0.9,581.8,2,1,8,1,9.4,0
KE-FARM-1103,Kitui,Maize,12.4,446.2,7,0,12,0,20.4,1
KE-FARM-1104,Trans Nzoia,Sorghum,10.0,534.5,7,0,5,1,16.9,0
KE-FARM-1105,Uasin Gishu,Sorghum,0.5,818.4,1,0,8,1,3.1,0
KE-FARM-1106,Kitui,Sunflower,1.7,591.9,4,1,12,0,17.7,0
KE-FARM-1107,Trans Nzoia,Maize,2.1,487.4,4,1,10,1,12.1,0
KE-FARM-1108,Trans Nzoia,Sunflower,1.1,646.3,5,0,4,1,45.9,0
KE-FARM-1109,Uasin Gishu,Sorghum,4.0,888.1,1,0,15,1,27.4,0
KE-FARM-1110,Nyandarua,Sorghum,4.1,581.9,1,1,4,2,7.6,0
KE-FARM-1111,Nyandarua,Maize,7.6,246.7,7,0,10,1,13.9,0
KE-FARM-1112,Nakuru,Beans,5.4,697.5,9,1,15,4,8.4,1
KE-FARM-1113,Nakuru,Wheat,3.1,652.0,1,0,15,0,9.0,0
KE-FARM-1114,Nyandarua,Sorghum,4.2,613.5,2,1,4,0,1.1,0
KE-FARM-1115,Meru,Sorghum,1.3,567.1,6,0,14,0,1.0,0
KE-FARM-1116,Laikipia,Beans,3.6,478.9,6,1,11,2,1.0,0
KE-FARM-1117,Trans Nzoia,Beans,2.7,827.2,2,0,15,1,34.0,0
KE-FARM-1118,Laikipia,Sunflower,0.6,324.3,9,1,6,0,1.3,0
KE-FARM-1119,Trans Nzoia,Sunflower,1.1,553.7,4,1,4,0,1.0,0
KE-FARM-1120,Nyandarua,Wheat,1.4,550.1,7,0,9,1,3.7,0
KE-FARM-1121,Nakuru,Wheat,10.3,728.0,6,1,9,1,8.9,0
KE-FARM-1122,Meru,Maize,1.0,785.3,3,1,3,1,29.7,0
KE-FARM-1123,Nakuru,Sunflower,1.4,566.0,8,1,7,0,12.0,0
KE-FARM-1124,Laikipia,Sorghum,1.8,628.9,7,1,12,0,3.2,0
KE-FARM-1125,Nakuru,Sunflower,4.4,641.7,9,1,5,0,28.0,0
KE-FARM-1126,Nyandarua,Sorghum,0.5,758.0,3,1,15,0,1.0,0
KE-FARM-1127,Meru,Beans,12.3,754.9,1,0,12,0,38.7,0
KE-FARM-1128,Laikipia,Sunflower,8.0,519.2,2,1,9,1,1.0,0
KE-FARM-1129,Meru,Beans,3.4,665.7,1,1,2,1,14.0,0
KE-FARM-1130,Trans Nzoia,Wheat,4.5,657.5,5,1,3,1,1.0,0
KE-FARM-1131,Nakuru,Wheat,0.5,582.6,10,1,10,3,26.8,0
KE-FARM-1132,Meru,Maize,1.7,656.1,2,1,5,0,1.2,0
KE-FARM-1133,Uasin Gishu,Sunflower,6.4,603.0,3,1,12,0,1.0,0
KE-FARM-1134,Nakuru,Beans,0.5,623.7,8,1,5,1,22.0,0
KE-FARM-1135,Trans Nzoia,Sorghum,1.3,396.6,10,1,10,1,1.0,0
KE-FARM-1136,Meru,Wheat,3.5,462.3,5,1,12,1,16.0,0
KE-FARM-1137,Laikipia,Wheat,1.2,722.7,4,1,15,0,13.7,0
KE-FARM-1138,Trans Nzoia,Sorghum,10.9,418.4,5,1,14,0,9.1,1
KE-FARM-1139,Uasin Gishu,Beans,0.6,670.5,10,1,14,1,4.7,0
KE-FARM-1140,Meru,Beans,6.4,587.8,6,1,7,2,24.7,0
KE-FARM-1141,Kitui,Sunflower,2.8,754.6,7,0,13,0,20.5,0
KE-FARM-1142,Kitui,Sunflower,5.6,697.3,9,0,14,2,5.6,1
KE-FARM-1143,Nyandarua,Maize,1.5,532.0,1,1,8,1,2.6,0
KE-FARM-1144,Nakuru,Wheat,2.9,566.5,4,1,8,0,3.2,0
KE-FARM-1145,Laikipia,Sunflower,7.8,302.2,9,0,14,1,2.5,0
KE-FARM-1146,Nyandarua,Beans,2.5,580.4,5,0,1,1,7.8,0
KE-FARM-1147,Meru,Sorghum,1.8,409.5,8,1,14,3,20.3,1
KE-FARM-1148,Kitui,Beans,3.1,567.2,1,1,1,0,14.9,0
KE-FARM-1149,Kitui,Wheat,5.1,504.3,4,1,3,1,15.9,0
KE-FARM-1150,Kitui,Beans,2.3,468.5,9,1,1,1,5.9,0
KE-FARM-1151,Meru,Maize,11.2,778.2,1,1,1,0,3.9,0
KE-FARM-1152,Kitui,Wheat,1.4,408.6,1,0,10,3,14.2,1
KE-FARM-1153,Trans Nzoia,Sorghum,2.6,455.5,4,0,8,0,15.8,0
KE-FARM-1154,Meru,Maize,5.7,495.3,3,1,1,0,11.9,1
KE-FARM-1155,Laikipia,Wheat,4.7,527.8,7,0,9,0,1.0,0
KE-FARM-1156,Nyandarua,Sorghum,8.0,468.5,3,1,2,0,8.9,0
KE-FARM-1157,Laikipia,Maize,23.0,546.1,1,1,9,1,4.3,0
KE-FARM-1158,Uasin Gishu,Maize,2.2,645.3,10,1,14,0,2.2,0
KE-FARM-1159,Kitui,Wheat,0.5,700.5,2,1,7,0,11.9,0
KE-FARM-1160,Uasin Gishu,Sunflower,0.5,693.2,10,0,9,0,3.1,0
KE-FARM-1161,Nakuru,Maize,5.2,313.8,4,1,3,0,24.4,0
KE-FARM-1162,Nakuru,Maize,8.3,657.0,1,0,1,1,3.5,0
KE-FARM-1163,Uasin Gishu,Sorghum,1.0,666.3,1,0,1,0,8.1,0
KE-FARM-1164,Meru,Beans,0.7,500.6,8,1,11,0,17.6,0
KE-FARM-1165,Laikipia,Wheat,0.5,850.2,7,0,15,1,5.1,0
KE-FARM-1166,Uasin Gishu,Wheat,6.9,763.1,8,1,10,0,17.6,0
KE-FARM-1167,Nakuru,Sunflower,1.5,572.5,4,1,6,1,12.9,0
KE-FARM-1168,Uasin Gishu,Sunflower,2.1,510.6,6,0,7,2,25.4,1
KE-FARM-1169,Meru,Wheat,2.8,847.7,3,0,9,2,3.9,0
KE-FARM-1170,Uasin Gishu,Sunflower,7.3,597.1,8,1,6,1,1.1,0
KE-FARM-1171,Laikipia,Sorghum,4.2,612.8,4,1,5,0,5.6,0
KE-FARM-1172,Nyandarua,Wheat,3.8,610.9,3,1,14,3,15.4,0
KE-FARM-1173,Meru,Sunflower,0.8,945.5,4,1,2,1,6.0,0
KE-FARM-1174,Nakuru,Wheat,2.9,567.5,6,1,2,0,3.0,0
KE-FARM-1175,Laikipia,Beans,5.0,596.5,7,1,8,1,1.0,0
KE-FARM-1176,Uasin Gishu,Maize,14.5,475.3,7,0,15,0,3.8,0
KE-FARM-1177,Uasin Gishu,Wheat,0.9,541.6,4,1,1,0,12.5,0
KE-FARM-1178,Nyandarua,Maize,0.5,445.3,8,1,8,0,1.6,1
KE-FARM-1179,Nakuru,Sunflower,0.5,478.4,7,1,11,1,4.2,0
KE-FARM-1180,Nakuru,Maize,1.9,328.5,2,1,10,1,1.0,0
KE-FARM-1181,Trans Nzoia,Wheat,6.9,732.2,8,1,11,0,12.8,0
KE-FARM-1182,Nakuru,Beans,0.5,623.5,9,0,7,1,21.3,0
KE-FARM-1183,Nyandarua,Sunflower,2.4,635.9,5,1,7,2,8.4,0
KE-FARM-1184,Kitui,Wheat,1.6,592.1,4,1,5,1,1.0,0
KE-FARM-1185,Trans Nzoia,Sunflower,0.5,610.8,4,1,3,1,2.5,0
KE-FARM-1186,Trans Nzoia,Sorghum,2.4,842.9,4,0,7,1,5.8,0
KE-FARM-1187,Uasin Gishu,Maize,1.2,484.7,6,1,7,0,8.9,0
KE-FARM-1188,Uasin Gishu,Sorghum,1.7,641.8,4,1,7,0,6.9,0
KE-FARM-1189,Nakuru,Wheat,4.9,640.9,7,1,12,2,24.8,1
KE-FARM-1190,Trans Nzoia,Beans,2.9,771.3,7,0,15,0,27.9,0
KE-FARM-1191,Uasin Gishu,Sunflower,0.5,665.8,5,1,15,1,1.1,0
KE-FARM-1192,Nyandarua,Maize,13.0,673.3,5,0,11,0,1.5,0
KE-FARM-1193,Uasin Gishu,Sunflower,4.0,411.3,10,1,2,2,4.4,1
KE-FARM-1194,Meru,Wheat,5.8,478.7,8,1,3,0,5.5,0
KE-FARM-1195,Meru,Sunflower,0.5,425.0,7,0,3,2,8.8,0
KE-FARM-1196,Uasin Gishu,Maize,0.5,228.6,7,1,4,0,14.8,0
KE-FARM-1197,Trans Nzoia,Wheat,0.5,659.6,6,1,12,0,1.5,0
KE-FARM-1198,Kitui,Sunflower,0.8,560.8,7,1,9,1,16.2,0
KE-FARM-1199,Kitui,Beans,2.1,659.9,7,1,10,0,9.4,0
KE-FARM-1200,Trans Nzoia,Wheat,11.0,605.3,10,1,15,2,39.6,0
KE-FARM-1201,Laikipia,Wheat,2.4,636.1,2,1,1,1,10.5,0
KE-FARM-1202,Kitui,Beans,1.4,800.7,10,0,15,0,12.6,0
KE-FARM-1203,Meru,Sorghum,3.3,601.1,2,0,15,2,2.2,0
KE-FARM-1204,Nyandarua,Maize,0.5,700.3,10,1,12,1,14.6,0
KE-FARM-1205,Trans Nzoia,Sorghum,3.8,554.7,7,0,7,0,1.0,0
KE-FARM-1206,Nakuru,Sunflower,3.4,723.7,10,1,7,0,10.7,0
KE-FARM-1207,Meru,Beans,6.3,414.1,7,0,11,2,1.0,1
KE-FARM-1208,Nyandarua,Sorghum,17.3,324.4,7,1,4,3,1.2,0
KE-FARM-1209,Nyandarua,Wheat,1.2,916.0,5,1,13,0,1.1,0
KE-FARM-1210,Trans Nzoia,Sunflower,2.9,875.4,1,1,11,1,1.0,0
KE-FARM-1211,Nyandarua,Sunflower,9.6,308.2,2,1,1,1,3.9,0
KE-FARM-1212,Trans Nzoia,Sorghum,6.2,594.6,9,1,3,1,51.8,0
KE-FARM-1213,Kitui,Sorghum,2.7,622.5,8,1,5,1,4.3,0
KE-FARM-1214,Uasin Gishu,Beans,11.6,708.4,8,0,12,0,14.3,0
KE-FARM-1215,Meru,Maize,0.5,860.9,10,1,2,0,1.4,0
KE-FARM-1216,Laikipia,Sorghum,10.7,440.8,1,1,7,2,6.1,0
KE-FARM-1217,Uasin Gishu,Sorghum,0.5,448.8,6,1,14,0,2.0,1
KE-FARM-1218,Meru,Wheat,3.2,599.8,9,1,10,0,2.1,0
KE-FARM-1219,Trans Nzoia,Sunflower,8.8,455.5,8,0,10,4,1.1,0
KE-FARM-1220,Meru,Maize,1.2,192.9,3,0,7,0,5.7,0
KE-FARM-1221,Kitui,Wheat,2.6,565.9,4,1,12,1,1.0,0
KE-FARM-1222,Trans Nzoia,Beans,1.6,728.6,3,1,10,0,24.1,0
KE-FARM-1223,Uasin Gishu,Beans,12.2,596.9,6,1,5,0,5.9,0
KE-FARM-1224,Nakuru,Sorghum,6.9,693.6,9,1,15,1,18.2,0
KE-FARM-1225,Nakuru,Sorghum,4.9,672.2,8,0,12,0,38.9,0
KE-FARM-1226,Meru,Beans,3.5,446.0,10,0,10,1,11.3,1
KE-FARM-1227,Nakuru,Sorghum,6.9,610.2,4,1,15,2,23.2,0
KE-FARM-1228,Trans Nzoia,Maize,2.0,371.2,2,0,6,1,1.5,0
KE-FARM-1229,Nyandarua,Sorghum,2.4,523.2,8,0,1,0,17.7,0
KE-FARM-1230,Trans Nzoia,Sunflower,5.2,607.6,8,1,4,0,3.2,0
KE-FARM-1231,Nyandarua,Sorghum,1.8,599.8,6,1,4,1,6.4,0
KE-FARM-1232,Uasin Gishu,Wheat,0.5,406.4,8,0,11,1,10.4,1
KE-FARM-1233,Laikipia,Maize,0.5,436.7,9,1,8,0,23.4,1
KE-FARM-1234,Nyandarua,Wheat,0.5,643.6,1,1,15,0,24.2,0
KE-FARM-1235,Nakuru,Wheat,8.2,724.1,9,0,2,1,1.0,0
KE-FARM-1236,Trans Nzoia,Sunflower,2.6,569.0,2,1,1,2,4.5,0
KE-FARM-1237,Uasin Gishu,Maize,5.0,561.4,1,1,7,4,15.8,0
KE-FARM-1238,Nakuru,Maize,2.0,739.7,8,1,6,2,12.1,0
KE-FARM-1239,Uasin Gishu,Maize,1.2,484.2,8,1,5,1,1.0,0
KE-FARM-1240,Laikipia,Maize,1.7,859.1,4,1,12,0,6.0,0
KE-FARM-1241,Kitui,Maize,6.3,398.2,8,0,13,0,17.7,0
KE-FARM-1242,Trans Nzoia,Sunflower,3.9,757.3,7,0,13,1,13.4,0
KE-FARM-1243,Meru,Sorghum,11.1,680.9,2,0,13,1,5.3,0
KE-FARM-1244,Trans Nzoia,Wheat,4.6,961.5,5,1,8,0,13.3,0
KE-FARM-1245,Laikipia,Maize,3.4,431.8,10,0,11,1,8.0,0
KE-FARM-1246,Trans Nzoia,Sorghum,3.8,249.9,4,1,15,1,24.4,1
KE-FARM-1247,Meru,Sorghum,11.4,787.4,3,0,13,0,8.8,0
KE-FARM-1248,Nyandarua,Wheat,6.2,379.3,1,1,2,1,5.1,0
KE-FARM-1249,Uasin Gishu,Sunflower,0.5,692.4,5,0,2,0,19.9,0
KE-FARM-1250,Meru,Beans,3.1,777.3,10,1,9,0,1.0,0
KE-FARM-1251,Nakuru,Beans,4.7,657.0,8,0,1,1,23.1,0
KE-FARM-1252,Laikipia,Sorghum,5.5,634.8,9,0,6,3,11.9,1
KE-FARM-1253,Nyandarua,Wheat,1.0,660.1,7,1,13,1,28.2,0
KE-FARM-1254,Nakuru,Beans,8.1,725.6,1,1,13,0,2.9,0
KE-FARM-1255,Nakuru,Sorghum,12.5,688.1,1,0,3,0,11.9,0
KE-FARM-1256,Laikipia,Sunflower,1.1,417.5,1,0,15,0,16.6,0
KE-FARM-1257,Nyandarua,Beans,8.6,873.7,2,1,13,3,12.1,0
KE-FARM-1258,Kitui,Sorghum,0.5,607.7,1,1,5,1,2.4,0
KE-FARM-1259,Nakuru,Sorghum,0.5,677.8,4,1,8,1,3.2,0
KE-FARM-1260,Nakuru,Maize,0.6,706.6,10,1,7,2,8.4,0
KE-FARM-1261,Nyandarua,Sunflower,0.5,773.4,9,0,13,2,5.9,1
KE-FARM-1262,Trans Nzoia,Maize,7.5,757.8,4,1,12,1,13.3,0
KE-FARM-1263,Nakuru,Wheat,0.5,619.8,4,1,4,2,4.8,0
KE-FARM-1264,Uasin Gishu,Maize,1.3,610.1,7,1,8,2,19.6,0
KE-FARM-1265,Nyandarua,Maize,0.5,661.3,9,0,11,0,5.7,0
KE-FARM-1266,Nakuru,Beans,1.4,765.0,7,1,11,2,1.0,0
KE-FARM-1267,Laikipia,Sorghum,0.5,433.1,1,0,10,0,1.0,1
KE-FARM-1268,Meru,Sunflower,4.4,696.6,1,1,11,0,10.4,0
KE-FARM-1269,Uasin Gishu,Maize,0.6,467.1,4,1,14,2,7.8,0
KE-FARM-1270,Meru,Sunflower,7.6,877.7,4,1,2,0,7.8,0
KE-FARM-1271,Meru,Maize,6.8,655.1,1,1,7,1,15.6,0
KE-FARM-1272,Nakuru,Wheat,0.5,537.6,6,1,5,1,4.7,0
KE-FARM-1273,Uasin Gishu,Maize,9.0,664.3,10,1,11,1,53.9,0
KE-FARM-1274,Uasin Gishu,Beans,0.5,601.4,2,1,6,4,29.1,0
