borrower_id,business_type,loan_purpose,loan_amount_ksh,loan_term_months,mpesa_transactions_monthly,mpesa_avg_balance_ksh,prev_loans_repaid,prev_loans_defaulted,group_lending_member,dependants,business_age_months,has_mobile_money_savings,loan_defaulted
MFI-03120,Food Vendor,Business Expansion,45149.0,6,20,14469.0,0,1,1,3,1,0,0
MFI-03121,Food Vendor,Business Expansion,30967.0,18,17,17267.0,3,0,1,2,10,0,0
MFI-03122,Jua Kali Artisan,Medical Emergency,14072.0,9,15,11844.0,1,0,1,5,7,0,0
MFI-03123,Jua Kali Artisan,Business Expansion,28749.0,9,18,2121.0,4,0,1,2,33,1,0
MFI-03124,Jua Kali Artisan,Stock Purchase,150000.0,6,19,3234.0,0,1,0,5,28,0,1
MFI-03125,Kiosk Owner,School Fees,57453.0,6,20,8628.0,1,1,1,3,10,1,1
MFI-03126,Food Vendor,Equipment,18739.0,9,20,776.0,3,1,0,3,24,0,1
MFI-03127,Kiosk Owner,Medical Emergency,27860.0,3,17,,0,0,1,3,42,1,0
MFI-03128,Jua Kali Artisan,Stock Purchase,7721.0,12,19,,1,0,0,5,45,1,0
MFI-03129,Boda Boda Operator,Stock Purchase,15302.0,3,12,9011.0,2,0,1,5,38,1,0
MFI-03130,Jua Kali Artisan,Medical Emergency,139711.0,12,21,1820.0,1,0,1,5,11,1,1
MFI-03131,Jua Kali Artisan,School Fees,75621.0,12,18,36702.0,2,0,1,2,16,1,0
MFI-03132,Market Trader,School Fees,52096.0,6,19,50000.0,5,0,1,3,25,1,0
MFI-03133,Market Trader,Equipment,49614.0,3,14,7580.0,1,0,1,2,11,0,0
MFI-03134,Food Vendor,Equipment,112805.0,12,15,17051.0,2,0,1,6,26,1,0
MFI-03135,Food Vendor,Equipment,46924.0,12,14,,3,0,0,4,36,1,0
MFI-03136,Food Vendor,School Fees,28951.0,9,22,2863.0,0,0,0,2,2,0,0
MFI-03137,Kiosk Owner,Business Expansion,33751.0,3,25,1924.0,1,0,1,5,12,0,0
MFI-03138,Food Vendor,Business Expansion,29455.0,9,22,6924.0,0,0,0,2,23,1,0
MFI-03139,Market Trader,Business Expansion,29146.0,18,25,,1,1,1,10,13,1,0
MFI-03140,Food Vendor,Medical Emergency,141095.0,3,13,13540.0,3,0,1,2,22,1,0
MFI-03141,Jua Kali Artisan,Medical Emergency,15592.0,9,23,2583.0,2,0,0,1,20,0,1
MFI-03142,Market Trader,Medical Emergency,24245.0,12,23,6127.0,3,0,1,2,53,0,0
MFI-03143,Kiosk Owner,Medical Emergency,8435.0,9,20,2085.0,1,0,1,5,18,0,0
MFI-03144,Kiosk Owner,School Fees,81532.0,6,19,1948.0,3,0,0,2,46,0,0
MFI-03145,Food Vendor,Medical Emergency,47763.0,12,15,20831.0,1,0,1,1,3,0,0
MFI-03146,Kiosk Owner,Equipment,145910.0,9,15,,2,0,0,6,22,0,1
MFI-03147,Kiosk Owner,Medical Emergency,21770.0,12,26,3275.0,2,0,0,3,14,1,0
MFI-03148,Market Trader,Stock Purchase,19231.0,9,24,2575.0,2,0,1,3,38,1,0
MFI-03149,Food Vendor,Business Expansion,14302.0,6,20,2974.0,3,0,1,2,16,1,0
MFI-03150,Food Vendor,Stock Purchase,52289.0,12,20,4415.0,3,1,0,5,35,0,0
MFI-03151,Jua Kali Artisan,Stock Purchase,27443.0,12,13,,1,0,0,2,8,1,0
MFI-03152,Food Vendor,Equipment,46170.0,6,15,11082.0,0,0,1,5,24,1,0
MFI-03153,Food Vendor,School Fees,25867.0,6,26,7292.0,2,0,1,4,1,1,0
MFI-03154,Market Trader,Equipment,114821.0,18,17,11815.0,0,0,1,3,4,0,0
MFI-03155,Jua Kali Artisan,School Fees,99907.0,9,15,17945.0,1,0,1,1,34,0,0
MFI-03156,Jua Kali Artisan,Equipment,38905.0,18,15,,0,0,0,0,1,0,0
MFI-03157,Food Vendor,School Fees,84340.0,6,16,5452.0,4,0,0,2,1,0,0
MFI-03158,Boda Boda Operator,Medical Emergency,32667.0,3,12,8927.0,1,0,1,2,68,1,0
MFI-03159,Jua Kali Artisan,Equipment,35010.0,3,22,,3,0,1,2,3,1,0
MFI-03160,Food Vendor,Stock Purchase,6430.0,6,14,3435.0,3,1,0,3,7,0,0
MFI-03161,Food Vendor,Equipment,54480.0,9,19,13081.0,3,1,1,2,6,1,0
MFI-03162,Market Trader,Stock Purchase,36986.0,6,19,11658.0,2,1,1,5,17,1,0
MFI-03163,Jua Kali Artisan,School Fees,73435.0,9,27,44313.0,4,0,0,1,89,0,0
MFI-03164,Jua Kali Artisan,Medical Emergency,64304.0,3,21,4554.0,0,0,1,4,2,1,0
MFI-03165,Boda Boda Operator,Medical Emergency,19951.0,18,17,16592.0,1,0,0,1,51,1,0
MFI-03166,Food Vendor,Medical Emergency,31141.0,6,24,,1,1,0,1,21,0,0
MFI-03167,Jua Kali Artisan,Stock Purchase,24775.0,18,22,1635.0,1,1,0,2,27,1,0
MFI-03168,Kiosk Owner,Business Expansion,83764.0,9,13,5865.0,2,0,1,4,37,0,0
MFI-03169,Jua Kali Artisan,Business Expansion,127865.0,9,21,,2,0,1,3,49,0,0
MFI-03170,Food Vendor,Equipment,68789.0,3,20,,1,0,1,1,49,0,0
MFI-03171,Kiosk Owner,Business Expansion,150000.0,3,22,1678.0,1,0,0,1,32,1,0
MFI-03172,Boda Boda Operator,Business Expansion,55222.0,9,19,3795.0,4,0,0,2,11,0,0
MFI-03173,Kiosk Owner,Business Expansion,16653.0,6,14,,3,0,0,2,40,1,0
MFI-03174,Market Trader,Business Expansion,11967.0,6,10,35753.0,1,0,1,5,9,1,0
MFI-03175,Kiosk Owner,Stock Purchase,17397.0,3,19,,0,0,1,3,25,1,0
MFI-03176,Kiosk Owner,Medical Emergency,25265.0,9,17,1528.0,3,1,1,3,16,1,0
MFI-03177,Kiosk Owner,School Fees,21122.0,6,21,2706.0,3,0,0,3,55,1,0
MFI-03178,Food Vendor,Stock Purchase,37929.0,12,14,3311.0,0,1,0,2,1,1,0
MFI-03179,Boda Boda Operator,Business Expansion,31429.0,3,25,,2,1,1,3,11,0,1
MFI-03180,Kiosk Owner,Business Expansion,38551.0,3,17,2127.0,1,0,0,2,1,0,0
MFI-03181,Market Trader,Stock Purchase,150000.0,18,22,4400.0,3,0,0,3,9,1,0
MFI-03182,Jua Kali Artisan,School Fees,73185.0,3,19,13563.0,3,0,0,6,1,1,0
MFI-03183,Kiosk Owner,Medical Emergency,45055.0,12,18,,2,1,1,4,3,1,0
MFI-03184,Jua Kali Artisan,Business Expansion,84922.0,12,13,,4,1,1,4,6,1,0
MFI-03185,Jua Kali Artisan,Equipment,19045.0,18,18,654.0,1,0,1,5,7,1,0
MFI-03186,Jua Kali Artisan,School Fees,18405.0,9,18,692.0,0,1,0,5,2,1,0
MFI-03187,Kiosk Owner,Business Expansion,75586.0,9,15,6533.0,1,0,0,2,60,0,0
MFI-03188,Food Vendor,Equipment,36303.0,6,23,5578.0,2,0,1,4,5,1,0
MFI-03189,Kiosk Owner,Stock Purchase,40061.0,18,16,4015.0,3,0,0,2,4,0,0
MFI-03190,Kiosk Owner,Medical Emergency,14555.0,12,13,,1,0,0,2,21,0,1
MFI-03191,Food Vendor,Equipment,24858.0,12,19,3214.0,4,0,1,9,18,0,1
MFI-03192,Boda Boda Operator,Business Expansion,26171.0,6,13,,4,0,1,3,20,0,0
MFI-03193,Food Vendor,Equipment,24716.0,6,18,2716.0,3,0,0,4,5,1,0
MFI-03194,Kiosk Owner,Stock Purchase,150000.0,9,14,5161.0,1,0,1,6,17,0,0
MFI-03195,Kiosk Owner,Business Expansion,150000.0,3,18,3817.0,1,1,1,0,1,1,0
MFI-03196,Food Vendor,School Fees,90278.0,6,16,,3,1,0,2,14,1,0
MFI-03197,Market Trader,Equipment,39231.0,9,16,555.0,4,0,0,1,26,0,1
MFI-03198,Food Vendor,School Fees,22702.0,12,18,11045.0,5,1,0,4,9,1,0
MFI-03199,Jua Kali Artisan,Stock Purchase,15872.0,9,21,6490.0,2,1,0,1,1,0,1
MFI-03200,Food Vendor,Equipment,47729.0,6,24,3058.0,3,0,1,2,28,1,0
MFI-03201,Market Trader,Medical Emergency,100611.0,3,27,3583.0,2,0,1,4,7,0,0
MFI-03202,Jua Kali Artisan,Stock Purchase,67675.0,12,12,8326.0,1,1,1,2,20,1,1
MFI-03203,Kiosk Owner,Equipment,39400.0,12,9,,0,0,1,6,5,1,1
MFI-03204,Boda Boda Operator,Equipment,61967.0,12,20,9003.0,2,0,0,1,11,1,0
MFI-03205,Food Vendor,Medical Emergency,35770.0,6,13,5504.0,2,0,1,2,28,1,0
MFI-03206,Food Vendor,Equipment,29081.0,9,15,12462.0,0,0,1,6,29,0,0
MFI-03207,Food Vendor,Equipment,16140.0,9,19,1871.0,2,0,0,1,8,1,0
MFI-03208,Food Vendor,School Fees,27904.0,12,17,5578.0,2,2,1,3,71,0,1
MFI-03209,Market Trader,School Fees,46297.0,9,20,828.0,2,0,1,3,27,1,0
MFI-03210,Jua Kali Artisan,Business Expansion,26020.0,12,17,1872.0,0,2,0,3,24,0,1
MFI-03211,Market Trader,Equipment,14551.0,3,21,1269.0,4,0,1,3,55,0,0
MFI-03212,Boda Boda Operator,Stock Purchase,39803.0,3,18,4195.0,4,0,1,5,8,0,0
MFI-03213,Market Trader,Stock Purchase,46302.0,6,17,3509.0,2,0,0,6,2,0,0
MFI-03214,Food Vendor,Equipment,27030.0,9,21,,2,0,1,1,22,0,0
MFI-03215,Boda Boda Operator,Business Expansion,35682.0,12,12,,1,0,0,2,4,1,0
MFI-03216,Boda Boda Operator,School Fees,4796.0,6,17,927.0,1,0,1,1,8,0,0
MFI-03217,Boda Boda Operator,School Fees,65736.0,12,16,1576.0,2,2,0,2,10,1,0
MFI-03218,Kiosk Owner,Business Expansion,45735.0,12,18,11745.0,2,0,1,5,82,1,0
MFI-03219,Market Trader,Equipment,112679.0,9,18,5058.0,3,0,1,6,44,1,0
MFI-03220,Boda Boda Operator,Business Expansion,30626.0,18,8,1944.0,5,0,1,0,21,1,0
MFI-03221,Jua Kali Artisan,Stock Purchase,65322.0,6,16,4458.0,2,0,1,2,40,1,0
MFI-03222,Boda Boda Operator,Equipment,93224.0,6,19,6364.0,3,0,0,3,16,0,1
MFI-03223,Jua Kali Artisan,Equipment,37040.0,18,15,5448.0,2,0,0,2,11,1,0
MFI-03224,Market Trader,Business Expansion,47832.0,6,11,2857.0,5,0,1,6,1,1,0
MFI-03225,Jua Kali Artisan,Business Expansion,40705.0,18,14,2866.0,1,0,1,5,49,1,1
MFI-03226,Market Trader,Medical Emergency,10105.0,18,24,3072.0,1,0,0,3,23,1,0
MFI-03227,Market Trader,Medical Emergency,49494.0,9,21,16460.0,5,1,0,1,6,0,0
MFI-03228,Food Vendor,School Fees,17101.0,3,18,8888.0,1,0,0,3,55,0,0
MFI-03229,Food Vendor,Medical Emergency,18276.0,9,21,17848.0,5,0,1,4,8,0,0
MFI-03230,Kiosk Owner,School Fees,55239.0,3,11,5522.0,1,0,0,3,31,1,0
MFI-03231,Food Vendor,Stock Purchase,102178.0,6,16,1831.0,2,0,0,6,35,1,1
MFI-03232,Jua Kali Artisan,Medical Emergency,67821.0,3,16,17940.0,4,0,1,1,39,1,0
MFI-03233,Boda Boda Operator,Business Expansion,57854.0,3,17,,1,0,0,3,37,1,0
MFI-03234,Market Trader,School Fees,47575.0,9,16,1613.0,0,0,1,5,31,1,0
MFI-03235,Food Vendor,School Fees,72765.0,18,18,,3,0,1,7,21,0,0
MFI-03236,Market Trader,Stock Purchase,139713.0,12,17,,2,0,1,3,17,0,0
MFI-03237,Jua Kali Artisan,Medical Emergency,22891.0,6,17,5641.0,1,0,1,7,2,0,0
MFI-03238,Food Vendor,Business Expansion,23501.0,6,19,,2,0,0,1,1,1,0
MFI-03239,Food Vendor,School Fees,65180.0,18,12,2358.0,0,1,0,4,3,1,0
MFI-03240,Boda Boda Operator,Stock Purchase,9283.0,6,25,50000.0,0,0,1,1,28,0,0
MFI-03241,Boda Boda Operator,Stock Purchase,33552.0,3,21,7695.0,2,0,1,3,1,1,0
MFI-03242,Food Vendor,Medical Emergency,44751.0,6,19,4095.0,2,0,0,3,16,0,0
MFI-03243,Market Trader,Business Expansion,23525.0,6,19,7712.0,0,0,1,1,5,0,0
MFI-03244,Jua Kali Artisan,Medical Emergency,7832.0,9,10,732.0,3,0,1,1,4,1,0
MFI-03245,Jua Kali Artisan,School Fees,110009.0,9,26,1878.0,3,0,1,3,8,0,0
MFI-03246,Boda Boda Operator,Business Expansion,22478.0,9,19,2179.0,1,0,1,4,22,1,0
MFI-03247,Market Trader,Medical Emergency,23294.0,9,15,18355.0,4,0,1,1,11,1,0
MFI-03248,Market Trader,Business Expansion,105098.0,12,20,679.0,0,0,0,5,10,0,0
MFI-03249,Kiosk Owner,Stock Purchase,3420.0,9,21,1908.0,3,2,0,2,6,1,0
MFI-03250,Kiosk Owner,Stock Purchase,121660.0,6,14,5120.0,3,1,0,6,15,1,0
MFI-03251,Kiosk Owner,Equipment,150000.0,6,17,3100.0,2,0,1,3,37,1,0
MFI-03252,Jua Kali Artisan,Stock Purchase,17826.0,9,14,1842.0,4,0,0,4,12,1,0
MFI-03253,Jua Kali Artisan,Medical Emergency,24552.0,9,19,3714.0,2,1,1,3,4,0,0
MFI-03254,Food Vendor,Stock Purchase,53668.0,9,12,24956.0,2,0,0,3,20,1,0
MFI-03255,Food Vendor,School Fees,44378.0,6,18,11658.0,3,1,1,3,40,1,0
MFI-03256,Jua Kali Artisan,Stock Purchase,79840.0,6,12,939.0,2,0,0,1,21,1,1
MFI-03257,Market Trader,Medical Emergency,54081.0,9,15,5312.0,4,0,1,3,1,1,0
MFI-03258,Market Trader,School Fees,70568.0,3,19,839.0,2,0,0,2,18,1,0
MFI-03259,Boda Boda Operator,Equipment,150000.0,6,13,6432.0,2,0,0,0,6,1,0
MFI-03260,Kiosk Owner,Stock Purchase,10144.0,9,19,,0,0,0,3,16,1,0
MFI-03261,Boda Boda Operator,Equipment,106291.0,3,30,1249.0,1,0,1,3,9,1,0
MFI-03262,Jua Kali Artisan,Medical Emergency,118590.0,3,17,7160.0,1,0,1,4,6,0,0
MFI-03263,Market Trader,Business Expansion,15087.0,3,11,22375.0,2,1,1,3,9,0,1
MFI-03264,Market Trader,Medical Emergency,19168.0,6,19,553.0,0,0,1,2,3,0,0
MFI-03265,Food Vendor,Stock Purchase,54265.0,9,17,,3,0,1,3,29,0,0
MFI-03266,Market Trader,Equipment,13362.0,6,16,,3,0,0,2,6,1,0
MFI-03267,Jua Kali Artisan,Medical Emergency,22214.0,12,14,4417.0,2,1,0,6,3,0,1
MFI-03268,Kiosk Owner,Equipment,43975.0,9,22,1709.0,2,0,0,3,38,1,0
MFI-03269,Boda Boda Operator,School Fees,21016.0,9,18,,3,0,1,4,1,1,0
MFI-03270,Market Trader,Equipment,30270.0,3,22,3284.0,3,0,0,4,17,1,1
MFI-03271,Market Trader,Medical Emergency,18148.0,3,14,6273.0,5,0,1,2,12,0,0
MFI-03272,Jua Kali Artisan,School Fees,17088.0,9,11,,2,0,1,1,7,0,0
MFI-03273,Jua Kali Artisan,Medical Emergency,52957.0,12,13,5076.0,4,0,1,4,12,1,0
MFI-03274,Jua Kali Artisan,Business Expansion,33491.0,12,17,50000.0,2,1,1,2,6,1,1
MFI-03275,Food Vendor,Stock Purchase,40083.0,9,18,1048.0,2,1,1,3,3,0,0
MFI-03276,Market Trader,Medical Emergency,63789.0,9,15,271.0,3,0,0,2,13,1,0
MFI-03277,Boda Boda Operator,School Fees,42069.0,9,21,5608.0,1,2,0,0,53,1,0
MFI-03278,Boda Boda Operator,Business Expansion,27775.0,6,20,3556.0,2,0,0,2,21,1,0
MFI-03279,Boda Boda Operator,Equipment,17955.0,18,22,4012.0,1,0,1,1,20,0,0
MFI-03280,Food Vendor,Medical Emergency,52010.0,18,20,1737.0,1,0,0,7,27,0,0
MFI-03281,Kiosk Owner,Medical Emergency,150000.0,9,19,7191.0,2,0,1,5,14,0,0
MFI-03282,Food Vendor,Equipment,73451.0,6,22,20431.0,2,2,1,2,46,0,0
MFI-03283,Market Trader,School Fees,10894.0,12,14,,2,0,0,4,9,1,0
MFI-03284,Food Vendor,Equipment,7189.0,6,18,12956.0,1,1,0,1,10,1,0
MFI-03285,Jua Kali Artisan,Business Expansion,20169.0,9,16,6483.0,3,1,0,3,6,0,0
MFI-03286,Boda Boda Operator,Medical Emergency,10617.0,12,28,7442.0,1,1,0,2,2,1,0
MFI-03287,Market Trader,Equipment,12993.0,3,20,5830.0,2,0,1,0,9,1,0
MFI-03288,Market Trader,Medical Emergency,5429.0,6,17,3138.0,0,0,1,4,43,0,0
MFI-03289,Market Trader,Medical Emergency,43761.0,6,16,9573.0,2,0,1,4,37,1,0
MFI-03290,Market Trader,Medical Emergency,14377.0,12,21,2811.0,4,0,0,6,58,0,0
MFI-03291,Kiosk Owner,Equipment,14264.0,18,21,13086.0,4,1,0,1,21,0,0
MFI-03292,Food Vendor,Equipment,21357.0,6,20,15337.0,1,0,0,4,6,1,0
MFI-03293,Market Trader,Stock Purchase,21719.0,6,13,4019.0,2,1,1,6,8,0,0
MFI-03294,Kiosk Owner,Equipment,29440.0,18,20,1700.0,1,0,1,3,6,0,0
MFI-03295,Food Vendor,Business Expansion,11844.0,9,24,4814.0,1,0,1,1,1,0,0
MFI-03296,Food Vendor,School Fees,79855.0,3,26,15033.0,2,0,0,5,16,0,0
MFI-03297,Kiosk Owner,Stock Purchase,45397.0,3,22,2983.0,3,0,1,3,30,1,0
MFI-03298,Jua Kali Artisan,Medical Emergency,50568.0,18,16,5602.0,5,2,0,0,31,1,1
MFI-03299,Jua Kali Artisan,Equipment,25541.0,6,24,3883.0,3,0,0,6,35,0,1
MFI-03300,Market Trader,School Fees,85782.0,18,16,3339.0,1,0,1,4,3,0,0
MFI-03301,Kiosk Owner,School Fees,53685.0,9,16,,0,0,1,2,12,1,0
MFI-03302,Kiosk Owner,School Fees,42290.0,12,18,12324.0,2,0,1,1,26,1,0
MFI-03303,Jua Kali Artisan,Medical Emergency,80706.0,6,24,2230.0,1,0,1,5,4,0,1
MFI-03304,Kiosk Owner,Stock Purchase,9544.0,3,19,644.0,4,0,1,0,17,0,0
MFI-03305,Kiosk Owner,School Fees,42413.0,12,10,7829.0,0,0,0,1,10,0,0
MFI-03306,Market Trader,Stock Purchase,21258.0,6,24,2110.0,2,1,1,2,18,1,0
MFI-03307,Market Trader,Business Expansion,20311.0,12,19,6300.0,4,0,0,1,64,0,0
MFI-03308,Kiosk Owner,Business Expansion,68826.0,3,19,3904.0,1,2,1,2,22,1,0
MFI-03309,Boda Boda Operator,School Fees,108823.0,9,18,17598.0,1,0,1,3,25,0,0
MFI-03310,Boda Boda Operator,School Fees,100502.0,12,10,4161.0,2,0,0,4,1,0,0
MFI-03311,Kiosk Owner,Business Expansion,36513.0,3,12,6090.0,0,0,0,6,19,1,0
MFI-03312,Jua Kali Artisan,Stock Purchase,28029.0,6,15,43724.0,2,0,1,2,4,1,0
MFI-03313,Market Trader,Stock Purchase,97998.0,9,19,15971.0,1,0,1,2,31,1,0
MFI-03314,Boda Boda Operator,Stock Purchase,16556.0,12,24,830.0,2,2,1,2,27,0,1
MFI-03315,Market Trader,Equipment,141157.0,6,23,3701.0,1,0,1,6,4,1,0
MFI-03316,Kiosk Owner,Business Expansion,26667.0,12,14,2847.0,0,0,1,2,10,1,0
MFI-03317,Market Trader,Equipment,34901.0,9,20,8759.0,2,0,0,3,24,0,1
MFI-03318,Boda Boda Operator,Equipment,23705.0,6,15,2790.0,2,1,1,3,10,0,0
MFI-03319,Kiosk Owner,Business Expansion,37344.0,6,18,1048.0,2,0,1,4,6,1,0
MFI-03320,Kiosk Owner,Equipment,17525.0,12,16,5474.0,2,0,0,1,5,1,0
MFI-03321,Kiosk Owner,Equipment,26957.0,12,29,12786.0,1,0,1,4,16,1,0
MFI-03322,Market Trader,Medical Emergency,41065.0,9,23,4226.0,1,3,0,3,11,0,0
MFI-03323,Jua Kali Artisan,Business Expansion,33353.0,6,18,3942.0,1,0,0,2,10,0,0
MFI-03324,Boda Boda Operator,School Fees,4957.0,3,10,4490.0,1,0,1,4,88,1,0
MFI-03325,Food Vendor,School Fees,150000.0,9,20,2293.0,2,1,1,3,17,0,1
MFI-03326,Boda Boda Operator,Stock Purchase,128709.0,9,17,3902.0,2,0,0,1,18,1,0
MFI-03327,Boda Boda Operator,Stock Purchase,14299.0,6,15,3649.0,0,0,0,5,40,1,0
MFI-03328,Food Vendor,School Fees,22087.0,6,11,8973.0,0,0,1,4,17,1,0
MFI-03329,Boda Boda Operator,Stock Purchase,31657.0,12,17,16158.0,0,0,0,4,1,1,0
MFI-03330,Kiosk Owner,Equipment,61806.0,6,21,10343.0,2,0,0,4,36,0,0
MFI-03331,Kiosk Owner,School Fees,52989.0,6,26,3204.0,1,1,0,5,31,1,0
MFI-03332,Market Trader,School Fees,15077.0,9,17,,2,0,1,2,12,0,0
MFI-03333,Food Vendor,Stock Purchase,150000.0,6,15,,1,1,1,2,2,1,0
MFI-03334,Kiosk Owner,Stock Purchase,26443.0,6,22,,0,0,1,1,4,0,0
MFI-03335,Food Vendor,Equipment,150000.0,9,16,12997.0,1,0,1,2,60,0,0
MFI-03336,Kiosk Owner,Equipment,22398.0,18,19,,1,0,0,1,24,1,0
MFI-03337,Boda Boda Operator,Medical Emergency,84577.0,6,16,2750.0,1,0,0,4,39,1,0
MFI-03338,Food Vendor,School Fees,49048.0,3,15,1472.0,1,1,1,1,5,0,0
MFI-03339,Kiosk Owner,Equipment,18316.0,3,9,11100.0,3,0,1,3,17,1,0
MFI-03340,Jua Kali Artisan,Equipment,58112.0,3,17,,2,0,1,3,18,1,0
MFI-03341,Food Vendor,Equipment,42049.0,12,29,11966.0,1,2,0,1,11,1,0
MFI-03342,Food Vendor,Equipment,75939.0,18,18,2750.0,2,0,0,5,15,0,0
MFI-03343,Jua Kali Artisan,School Fees,19525.0,3,25,1529.0,1,0,0,1,20,1,0
MFI-03344,Food Vendor,Stock Purchase,33958.0,6,23,,0,0,1,3,2,1,0
MFI-03345,Market Trader,Stock Purchase,69362.0,12,19,1418.0,2,0,0,1,22,1,0
MFI-03346,Boda Boda Operator,Business Expansion,8415.0,12,13,1168.0,0,0,1,2,1,1,0
MFI-03347,Boda Boda Operator,Stock Purchase,14423.0,6,20,35446.0,4,1,0,3,50,1,1
MFI-03348,Kiosk Owner,Stock Purchase,37505.0,18,9,8907.0,3,0,1,2,14,0,0
MFI-03349,Market Trader,Business Expansion,41941.0,9,17,7367.0,2,1,0,3,16,1,1
MFI-03350,Jua Kali Artisan,Medical Emergency,33643.0,18,13,6150.0,2,0,1,6,8,0,1
MFI-03351,Jua Kali Artisan,Medical Emergency,68780.0,3,18,2490.0,3,0,0,4,87,1,0
MFI-03352,Boda Boda Operator,Business Expansion,33517.0,12,18,,0,0,0,7,9,0,0
MFI-03353,Jua Kali Artisan,Business Expansion,82297.0,3,24,27834.0,1,0,0,4,13,0,0
MFI-03354,Boda Boda Operator,School Fees,47042.0,12,6,4487.0,4,0,0,5,17,1,0
MFI-03355,Market Trader,Business Expansion,14849.0,18,17,,1,0,0,2,29,1,0
MFI-03356,Market Trader,School Fees,41331.0,6,21,18721.0,2,0,1,2,9,1,0
MFI-03357,Market Trader,Medical Emergency,34107.0,6,21,2330.0,1,0,0,7,82,1,1
MFI-03358,Kiosk Owner,School Fees,21229.0,6,15,7858.0,1,0,1,6,14,1,0
MFI-03359,Jua Kali Artisan,Stock Purchase,10788.0,6,27,19576.0,1,0,1,3,7,1,0
MFI-03360,Kiosk Owner,Stock Purchase,14131.0,9,21,4092.0,2,2,0,8,9,0,0
MFI-03361,Food Vendor,Business Expansion,18429.0,9,12,555.0,1,1,1,2,39,0,1
MFI-03362,Jua Kali Artisan,Medical Emergency,84712.0,9,17,11881.0,1,0,1,1,16,1,0
MFI-03363,Food Vendor,Business Expansion,28005.0,9,24,17648.0,2,1,1,2,14,1,0
MFI-03364,Market Trader,Medical Emergency,96538.0,3,16,5019.0,1,0,1,6,1,1,0
MFI-03365,Kiosk Owner,School Fees,16030.0,9,17,3951.0,1,1,1,2,47,0,0
MFI-03366,Kiosk Owner,Stock Purchase,20645.0,6,14,4832.0,3,0,0,6,25,1,0
MFI-03367,Boda Boda Operator,Equipment,23159.0,9,25,5390.0,3,0,1,2,68,1,0
MFI-03368,Market Trader,Equipment,28766.0,9,18,3480.0,2,0,0,2,2,0,0
MFI-03369,Boda Boda Operator,School Fees,44014.0,6,20,28543.0,2,0,1,1,36,0,0
MFI-03370,Market Trader,Equipment,59958.0,6,25,6008.0,2,0,1,2,30,0,0
MFI-03371,Boda Boda Operator,Medical Emergency,99166.0,6,24,5010.0,1,0,1,6,18,1,0
MFI-03372,Kiosk Owner,School Fees,6251.0,6,15,10717.0,1,0,1,2,5,0,0
MFI-03373,Kiosk Owner,Equipment,150000.0,12,12,,0,0,0,5,1,1,1
MFI-03374,Boda Boda Operator,Equipment,15542.0,9,24,,2,1,1,3,12,0,0
MFI-03375,Boda Boda Operator,Stock Purchase,39347.0,9,16,8113.0,1,0,1,5,37,0,0
MFI-03376,Jua Kali Artisan,Medical Emergency,78320.0,6,18,4728.0,0,1,0,2,11,1,1
MFI-03377,Kiosk Owner,Equipment,60706.0,9,17,10418.0,1,0,1,2,40,1,0
MFI-03378,Food Vendor,Stock Purchase,88999.0,6,17,3604.0,5,0,1,1,62,0,0
MFI-03379,Food Vendor,Stock Purchase,81983.0,6,24,7454.0,3,0,1,2,11,0,0
MFI-03380,Market Trader,Equipment,50697.0,6,18,11015.0,2,0,1,1,14,1,0
MFI-03381,Jua Kali Artisan,Business Expansion,66181.0,6,13,13621.0,1,0,0,3,7,0,0
MFI-03382,Boda Boda Operator,Equipment,13489.0,12,15,,1,0,1,2,11,1,1
MFI-03383,Food Vendor,Stock Purchase,20577.0,6,27,6638.0,3,0,1,4,13,1,0
MFI-03384,Market Trader,Stock Purchase,16663.0,9,18,11438.0,2,0,1,7,59,1,0
MFI-03385,Kiosk Owner,Equipment,5452.0,6,27,1876.0,2,0,0,4,6,0,0
MFI-03386,Kiosk Owner,Business Expansion,17133.0,12,21,14421.0,4,0,0,0,36,0,0
MFI-03387,Food Vendor,School Fees,15871.0,9,15,6066.0,2,0,1,2,11,0,0
MFI-03388,Market Trader,Business Expansion,17241.0,9,13,3189.0,3,0,0,0,1,0,0
MFI-03389,Kiosk Owner,Business Expansion,61951.0,12,14,,1,0,0,0,31,1,0
MFI-03390,Market Trader,Business Expansion,19668.0,12,11,11197.0,2,1,0,2,10,0,0
MFI-03391,Kiosk Owner,Equipment,71386.0,6,20,,4,0,0,4,10,0,1
MFI-03392,Kiosk Owner,School Fees,10364.0,6,24,,5,1,1,3,81,0,0
MFI-03393,Kiosk Owner,Business Expansion,21531.0,12,16,700.0,2,0,1,2,4,0,0
MFI-03394,Boda Boda Operator,Business Expansion,26573.0,12,24,1630.0,1,0,1,1,12,1,0
MFI-03395,Boda Boda Operator,Medical Emergency,93801.0,18,15,20455.0,0,0,1,2,58,1,0
MFI-03396,Market Trader,Business Expansion,38144.0,12,16,12386.0,1,0,1,4,48,1,0
MFI-03397,Kiosk Owner,Medical Emergency,45856.0,3,17,3132.0,3,0,0,0,34,0,0
MFI-03398,Market Trader,School Fees,15096.0,6,8,13753.0,1,0,0,3,3,1,0
MFI-03399,Food Vendor,Business Expansion,71767.0,6,20,,2,0,1,3,20,1,0
MFI-03400,Kiosk Owner,Stock Purchase,34645.0,6,17,6216.0,1,0,1,3,33,1,0
