market_id,county,season,primary_animal_type,weekly_animal_throughput,vaccination_coverage_pct,distance_to_water_source_km,vet_inspections_per_month,prev_outbreaks_2yr,market_density_score,outbreak_risk_flag
MKT-1017,Laikipia,Dry Season,Camels,10,43.8,2.0,1,0,7,1
MKT-1018,Baringo,Short Rains,Cattle,28,30.3,10.8,4,0,8,0
MKT-1019,Samburu,Short Rains,Mixed,10,22.1,4.4,4,1,4,1
MKT-1020,Isiolo,Long Rains,Mixed,19,41.4,3.8,1,0,8,0
MKT-1021,Garissa,Long Rains,Camels,15,57.6,0.5,1,0,10,0
MKT-1022,Isiolo,Dry Season,Cattle,10,53.9,9.8,2,3,1,0
MKT-1023,Isiolo,Dry Season,Goats,10,20.9,1.5,1,0,8,1
MKT-1024,Turkana,Dry Season,Goats,14,51.5,5.0,1,0,3,0
MKT-1025,Laikipia,Long Rains,Cattle,14,40.3,1.2,2,0,4,0
MKT-1026,Mandera,Dry Season,Mixed,10,45.8,7.4,2,0,8,0
MKT-1027,Baringo,Short Rains,Mixed,10,8.2,2.1,4,0,8,1
MKT-1028,Wajir,Long Rains,Cattle,10,58.6,7.2,2,1,2,1
MKT-1029,West Pokot,Long Rains,Goats,18,15.5,23.4,2,0,9,1
MKT-1030,West Pokot,Short Rains,Sheep,10,55.2,20.3,0,1,4,0
MKT-1031,West Pokot,Short Rains,Camels,10,30.7,1.8,1,1,6,1
MKT-1032,Laikipia,Long Rains,Cattle,10,23.5,0.8,0,0,8,0
MKT-1033,Marsabit,Long Rains,Sheep,10,31.8,0.5,3,0,4,1
MKT-1034,Laikipia,Long Rains,Camels,10,2.0,14.1,0,0,8,0
MKT-1035,Garissa,Dry Season,Sheep,10,18.1,2.3,2,0,7,1
MKT-1036,West Pokot,Long Rains,Sheep,16,32.1,2.7,0,0,8,1
MKT-1037,Mandera,Dry Season,Camels,15,34.2,2.1,4,0,4,0
MKT-1038,Kajiado,Long Rains,Sheep,14,23.7,14.7,0,1,2,1
MKT-1039,West Pokot,Long Rains,Goats,10,32.4,30.9,3,1,4,0
MKT-1040,Kajiado,Short Rains,Cattle,10,41.7,11.3,1,1,5,0
MKT-1041,Garissa,Long Rains,Goats,13,52.5,13.9,1,0,4,0
MKT-1042,Laikipia,Dry Season,Goats,10,52.2,7.8,1,0,8,0
MKT-1043,Laikipia,Long Rains,Camels,11,48.6,6.0,2,0,10,0
MKT-1044,Wajir,Short Rains,Camels,10,35.8,10.2,0,0,5,0
MKT-1045,Garissa,Long Rains,Camels,32,71.7,0.5,1,0,9,0
MKT-1046,West Pokot,Short Rains,Sheep,10,44.3,0.5,1,0,7,0
MKT-1047,Laikipia,Long Rains,Sheep,10,29.6,9.3,2,0,7,0
MKT-1048,Mandera,Long Rains,Cattle,12,40.2,3.3,0,0,5,0
MKT-1049,Samburu,Long Rains,Sheep,10,38.7,5.4,1,0,3,1
MKT-1050,Kajiado,Dry Season,Cattle,14,51.2,12.2,3,0,8,0
MKT-1051,Marsabit,Dry Season,Goats,10,57.4,6.9,1,0,4,0
MKT-1052,Laikipia,Long Rains,Cattle,10,62.4,13.1,1,0,3,1
MKT-1053,West Pokot,Long Rains,Cattle,10,78.8,4.3,1,1,4,0
MKT-1054,Isiolo,Dry Season,Camels,12,10.0,2.7,2,0,1,1
MKT-1055,Samburu,Dry Season,Sheep,11,43.5,2.1,2,0,8,1
MKT-1056,Narok,Short Rains,Mixed,10,28.9,1.1,0,1,9,1
MKT-1057,Kajiado,Long Rains,Mixed,10,36.9,0.5,2,0,3,1
MKT-1058,West Pokot,Long Rains,Camels,10,33.7,0.5,0,0,10,1
MKT-1059,Turkana,Short Rains,Goats,23,14.3,2.5,2,0,6,0
MKT-1060,Garissa,Short Rains,Goats,10,37.8,2.6,2,0,4,1
MKT-1061,Wajir,Short Rains,Goats,11,29.9,3.8,1,1,9,1
MKT-1062,Isiolo,Dry Season,Cattle,21,22.4,7.2,0,1,2,0
MKT-1063,Garissa,Long Rains,Sheep,10,41.6,11.4,0,0,3,0
MKT-1064,Laikipia,Long Rains,Goats,12,20.2,1.8,1,1,1,1
MKT-1065,Laikipia,Long Rains,Mixed,10,23.2,11.4,3,0,7,0
MKT-1066,Laikipia,Dry Season,Cattle,10,62.3,1.2,3,0,9,0
MKT-1067,Kajiado,Long Rains,Goats,18,8.7,35.9,2,0,1,1
MKT-1068,Narok,Long Rains,Goats,10,39.8,2.7,0,1,3,1
MKT-1069,West Pokot,Short Rains,Sheep,29,63.3,14.5,1,1,7,0
MKT-1070,Baringo,Long Rains,Sheep,10,45.6,1.7,2,0,3,0
MKT-1071,Marsabit,Long Rains,Cattle,10,57.7,24.1,3,0,3,0
MKT-1072,Garissa,Long Rains,Mixed,10,27.8,14.0,5,2,3,0
MKT-1073,Turkana,Long Rains,Camels,29,12.4,3.6,3,0,4,0
MKT-1074,Isiolo,Long Rains,Mixed,20,42.6,4.4,4,1,4,0
MKT-1075,Narok,Long Rains,Sheep,10,34.9,0.5,5,0,8,1
MKT-1076,Kajiado,Long Rains,Sheep,11,37.5,2.3,1,2,5,1
MKT-1077,Narok,Short Rains,Camels,10,29.8,2.7,1,0,3,1
MKT-1078,Samburu,Long Rains,Mixed,14,21.6,4.8,2,1,10,0
MKT-1079,Mandera,Dry Season,Mixed,10,39.3,1.2,0,0,5,0
MKT-1080,Wajir,Dry Season,Camels,10,14.0,5.2,2,0,9,1
MKT-1081,West Pokot,Dry Season,Sheep,10,93.7,8.8,2,1,6,0
MKT-1082,West Pokot,Short Rains,Cattle,10,17.4,3.7,1,0,4,0
MKT-1083,Laikipia,Short Rains,Mixed,21,28.7,2.1,2,0,1,1
MKT-1084,Baringo,Long Rains,Goats,10,48.8,6.3,3,1,8,1
MKT-1085,Wajir,Short Rains,Mixed,15,7.8,0.5,2,1,5,1
MKT-1086,Baringo,Short Rains,Mixed,10,62.6,3.3,0,0,9,0
MKT-1087,Garissa,Long Rains,Mixed,11,52.0,6.0,0,0,7,0
MKT-1088,West Pokot,Short Rains,Sheep,10,85.5,3.3,1,1,2,1
MKT-1089,Wajir,Short Rains,Goats,16,20.4,3.4,2,1,2,0
MKT-1090,Turkana,Dry Season,Mixed,15,22.1,15.1,4,0,8,1
MKT-1091,Mandera,Short Rains,Cattle,10,13.6,21.7,5,0,5,0
MKT-1092,Isiolo,Short Rains,Goats,10,42.5,14.1,1,0,5,0
MKT-1093,Samburu,Short Rains,Camels,10,42.5,0.8,2,0,6,0
MKT-1094,Laikipia,Dry Season,Cattle,15,11.6,2.7,0,0,7,0
MKT-1095,Marsabit,Dry Season,Camels,10,25.9,9.9,4,1,4,0
MKT-1096,Mandera,Short Rains,Mixed,10,31.5,29.3,1,1,9,1
MKT-1097,Turkana,Short Rains,Sheep,10,69.7,2.2,1,0,8,0
MKT-1098,West Pokot,Dry Season,Mixed,12,59.8,18.3,0,0,6,0
MKT-1099,Baringo,Short Rains,Mixed,19,21.2,10.7,1,0,1,0
MKT-1100,Wajir,Dry Season,Camels,10,30.2,32.8,1,1,6,1
MKT-1101,Kajiado,Long Rains,Mixed,14,41.4,0.8,2,1,1,1
MKT-1102,Samburu,Short Rains,Cattle,10,26.5,4.0,0,0,5,0
MKT-1103,Laikipia,Dry Season,Sheep,10,35.7,5.2,1,1,6,1
MKT-1104,Baringo,Long Rains,Camels,18,36.2,8.9,1,0,2,0
MKT-1105,Baringo,Short Rains,Goats,11,59.1,8.5,0,2,3,0
MKT-1106,Kajiado,Long Rains,Mixed,11,55.6,18.9,0,0,7,0
MKT-1107,Garissa,Dry Season,Camels,22,23.2,14.6,3,0,5,1
MKT-1108,Garissa,Short Rains,Mixed,10,17.7,0.5,0,1,10,1
MKT-1109,Kajiado,Long Rains,Mixed,17,69.5,5.3,4,1,9,0
MKT-1110,Narok,Short Rains,Camels,13,37.0,4.2,3,1,8,0
MKT-1111,Kajiado,Dry Season,Cattle,16,44.1,46.9,4,0,10,0
MKT-1112,Samburu,Long Rains,Goats,10,30.6,4.5,2,0,9,1
MKT-1113,Laikipia,Short Rains,Mixed,15,25.2,9.2,2,1,6,0
MKT-1114,Garissa,Long Rains,Cattle,10,45.3,2.7,1,0,2,0
MKT-1115,Garissa,Dry Season,Mixed,15,38.6,7.6,1,0,6,0
MKT-1116,Narok,Dry Season,Mixed,20,40.4,1.9,1,0,5,0
MKT-1117,West Pokot,Long Rains,Cattle,10,44.5,7.4,4,2,10,1
MKT-1118,Baringo,Dry Season,Mixed,15,16.4,16.2,1,0,4,0
MKT-1119,Kajiado,Long Rains,Goats,10,19.5,0.5,2,0,9,1
MKT-1120,West Pokot,Short Rains,Camels,10,39.0,5.6,1,0,2,0
MKT-1121,Isiolo,Dry Season,Cattle,10,50.9,32.3,2,1,3,0
MKT-1122,West Pokot,Long Rains,Sheep,15,31.2,1.4,3,1,4,0
MKT-1123,Laikipia,Long Rains,Mixed,10,40.7,1.6,0,0,7,1
MKT-1124,Turkana,Dry Season,Camels,10,21.1,5.1,3,0,1,0
MKT-1125,Wajir,Long Rains,Goats,10,31.9,16.4,0,1,9,1
MKT-1126,Mandera,Short Rains,Goats,12,24.9,6.6,0,0,5,1
MKT-1127,Samburu,Dry Season,Sheep,10,43.2,5.7,1,1,1,0
MKT-1128,Baringo,Short Rains,Goats,12,54.0,0.7,0,1,8,0
MKT-1129,Wajir,Long Rains,Camels,10,73.5,26.2,0,0,3,0
MKT-1130,Turkana,Short Rains,Sheep,10,46.4,3.4,1,1,1,0
MKT-1131,Samburu,Short Rains,Cattle,12,75.6,2.3,2,1,7,0
MKT-1132,Samburu,Dry Season,Sheep,22,33.0,4.2,2,1,4,0
MKT-1133,Garissa,Long Rains,Cattle,10,9.5,4.3,1,0,5,0
MKT-1134,Marsabit,Long Rains,Goats,11,26.6,4.9,1,1,10,0
MKT-1135,Garissa,Dry Season,Camels,10,51.3,9.3,0,0,2,0
MKT-1136,Kajiado,Long Rains,Mixed,10,60.8,16.2,0,0,4,0
MKT-1137,Baringo,Long Rains,Sheep,12,49.6,0.5,1,0,5,0
MKT-1138,West Pokot,Dry Season,Goats,20,35.4,5.4,0,0,4,0
MKT-1139,Isiolo,Dry Season,Camels,15,24.1,4.3,0,0,3,0
MKT-1140,Isiolo,Long Rains,Mixed,24,34.4,0.5,1,0,5,1
MKT-1141,Samburu,Long Rains,Sheep,10,32.3,13.6,3,1,2,0
MKT-1142,Garissa,Long Rains,Camels,16,16.1,0.9,2,0,10,1
MKT-1143,Kajiado,Long Rains,Goats,10,69.1,1.0,0,1,10,1
MKT-1144,Mandera,Long Rains,Sheep,18,32.4,0.5,1,1,1,1
MKT-1145,Wajir,Dry Season,Sheep,14,12.2,1.8,1,1,7,1
MKT-1146,Garissa,Short Rains,Cattle,16,80.8,1.6,2,0,3,0
MKT-1147,West Pokot,Dry Season,Cattle,10,50.4,3.4,1,2,6,1
MKT-1148,Narok,Dry Season,Sheep,16,42.2,8.6,1,0,8,0
MKT-1149,West Pokot,Short Rains,Camels,10,11.6,0.5,1,0,3,0
MKT-1150,Garissa,Short Rains,Goats,10,73.7,15.7,1,2,9,0
MKT-1151,Isiolo,Dry Season,Mixed,10,15.0,3.2,0,0,5,0
MKT-1152,Kajiado,Dry Season,Cattle,10,38.8,7.5,2,0,8,0
MKT-1153,Marsabit,Dry Season,Goats,10,49.6,0.5,2,0,10,0
MKT-1154,Garissa,Short Rains,Sheep,10,82.5,3.6,0,0,2,0
MKT-1155,Narok,Short Rains,Goats,16,32.8,0.5,3,0,2,0
MKT-1156,Garissa,Dry Season,Goats,16,26.0,1.4,0,0,6,0
MKT-1157,Laikipia,Short Rains,Goats,15,75.0,4.8,1,0,2,0
MKT-1158,West Pokot,Dry Season,Sheep,10,29.4,6.1,2,2,6,0
MKT-1159,Kajiado,Short Rains,Cattle,19,19.4,1.3,1,2,9,1
MKT-1160,Marsabit,Dry Season,Mixed,10,29.1,10.9,2,0,3,0
MKT-1161,Samburu,Short Rains,Camels,10,47.2,1.7,1,0,8,0
MKT-1162,Wajir,Dry Season,Cattle,19,10.7,1.0,4,0,3,0
MKT-1163,West Pokot,Long Rains,Mixed,12,44.6,3.2,0,1,9,1
MKT-1164,Garissa,Dry Season,Sheep,10,73.9,6.4,0,0,5,0
MKT-1165,Baringo,Short Rains,Mixed,10,52.0,36.0,0,1,8,0
MKT-1166,Kajiado,Short Rains,Sheep,12,16.1,4.3,3,1,1,0
MKT-1167,Baringo,Short Rains,Mixed,10,9.7,4.4,2,1,1,1
MKT-1168,Samburu,Dry Season,Cattle,19,83.3,0.5,1,0,9,0
MKT-1169,Laikipia,Long Rains,Sheep,13,18.1,11.6,2,0,7,0
MKT-1170,Kajiado,Long Rains,Goats,10,18.6,1.6,4,0,5,0
MKT-1171,Marsabit,Short Rains,Sheep,13,49.0,10.9,2,0,10,0
MKT-1172,West Pokot,Long Rains,Sheep,10,51.1,19.3,3,0,1,0
MKT-1173,Marsabit,Long Rains,Mixed,17,25.4,11.7,3,0,3,0
MKT-1174,Marsabit,Long Rains,Sheep,10,6.3,8.2,0,0,10,1
MKT-1175,Wajir,Dry Season,Mixed,14,38.0,7.4,0,1,10,0
MKT-1176,Turkana,Short Rains,Cattle,11,27.1,4.8,2,0,9,0
MKT-1177,Kajiado,Long Rains,Sheep,11,42.1,1.2,2,0,10,1
MKT-1178,Marsabit,Dry Season,Goats,10,64.3,12.1,2,0,3,0
MKT-1179,Garissa,Dry Season,Goats,11,67.7,5.2,1,0,5,0
MKT-1180,Baringo,Dry Season,Cattle,15,65.3,7.9,1,1,2,0
MKT-1181,Narok,Short Rains,Goats,10,57.5,3.7,0,1,5,1
MKT-1182,Laikipia,Long Rains,Mixed,14,48.3,1.8,3,0,7,1
MKT-1183,Marsabit,Short Rains,Sheep,10,18.0,13.1,1,1,5,0
MKT-1184,Garissa,Short Rains,Camels,10,26.3,3.4,0,1,5,1
MKT-1185,Garissa,Long Rains,Sheep,11,32.2,16.1,0,0,4,1
MKT-1186,Marsabit,Dry Season,Sheep,10,58.2,27.0,4,1,4,0
MKT-1187,Marsabit,Short Rains,Camels,18,51.5,14.2,2,0,5,0
MKT-1188,Wajir,Short Rains,Goats,16,76.6,1.1,3,0,2,0
MKT-1189,Samburu,Long Rains,Goats,10,23.3,15.4,1,0,6,0
MKT-1190,Garissa,Short Rains,Sheep,13,68.3,5.9,5,1,2,0
MKT-1191,Narok,Long Rains,Goats,12,51.9,2.2,2,0,9,1
MKT-1192,Garissa,Short Rains,Mixed,10,54.1,0.8,1,0,6,0
MKT-1193,Narok,Short Rains,Mixed,10,85.7,2.6,2,0,5,0
MKT-1194,Wajir,Long Rains,Camels,15,49.1,1.2,2,0,3,1
MKT-1195,Turkana,Dry Season,Sheep,16,60.1,0.5,2,1,10,0
MKT-1196,Baringo,Dry Season,Mixed,10,9.3,35.2,0,0,9,0
MKT-1197,Narok,Dry Season,Cattle,10,32.9,14.2,0,1,8,1
MKT-1198,Turkana,Short Rains,Goats,10,31.7,10.7,1,3,3,0
MKT-1199,West Pokot,Dry Season,Sheep,10,23.4,1.7,3,0,1,1
MKT-1200,Isiolo,Long Rains,Mixed,22,33.1,0.5,1,0,1,0
MKT-1201,Isiolo,Dry Season,Camels,22,32.1,5.3,1,0,10,0
MKT-1202,Wajir,Long Rains,Mixed,10,27.4,10.8,2,1,8,0
MKT-1203,Kajiado,Short Rains,Cattle,17,28.0,26.3,1,0,10,0
MKT-1204,Turkana,Short Rains,Mixed,10,16.6,14.9,2,0,7,0
MKT-1205,Turkana,Long Rains,Sheep,10,10.1,17.9,0,1,7,0
MKT-1206,Laikipia,Short Rains,Camels,10,23.1,2.2,1,1,3,0
MKT-1207,Mandera,Dry Season,Camels,10,75.3,1.4,1,1,6,0
MKT-1208,Wajir,Short Rains,Cattle,18,76.8,2.3,0,1,10,1
MKT-1209,West Pokot,Long Rains,Sheep,12,30.7,1.2,2,0,5,1
MKT-1210,West Pokot,Short Rains,Cattle,10,47.5,12.8,0,0,5,0
MKT-1211,Isiolo,Short Rains,Cattle,10,55.6,18.7,0,1,6,0
MKT-1212,Isiolo,Dry Season,Cattle,10,28.8,2.9,2,0,8,1
MKT-1213,Garissa,Long Rains,Mixed,10,19.1,16.8,1,1,9,1
MKT-1214,Samburu,Dry Season,Goats,10,25.2,0.5,3,1,5,0
MKT-1215,Laikipia,Short Rains,Mixed,10,28.4,9.0,3,0,10,0
MKT-1216,Marsabit,Dry Season,Sheep,10,70.0,6.0,1,1,7,1
MKT-1217,Baringo,Long Rains,Cattle,10,54.4,2.6,5,0,1,0
MKT-1218,West Pokot,Dry Season,Cattle,10,18.2,11.7,1,1,5,0
MKT-1219,Garissa,Short Rains,Goats,10,38.7,1.9,1,1,10,1
MKT-1220,Laikipia,Dry Season,Camels,17,46.2,4.3,3,0,3,0
MKT-1221,Isiolo,Long Rains,Cattle,21,13.0,9.9,1,0,10,1
MKT-1222,Laikipia,Long Rains,Mixed,19,55.8,3.3,1,1,2,1
MKT-1223,Samburu,Short Rains,Cattle,29,26.1,15.5,1,0,3,0
MKT-1224,Kajiado,Long Rains,Sheep,10,11.7,16.0,3,0,10,0
MKT-1225,Baringo,Short Rains,Goats,10,31.6,1.8,1,0,9,1
MKT-1226,West Pokot,Long Rains,Camels,10,59.7,4.6,1,1,9,1
MKT-1227,Marsabit,Long Rains,Sheep,10,30.5,4.5,1,0,2,0
MKT-1228,Mandera,Dry Season,Mixed,10,51.3,4.2,1,2,9,0
MKT-1229,Wajir,Dry Season,Sheep,28,11.1,5.6,1,1,3,1
MKT-1230,Turkana,Short Rains,Cattle,10,16.1,0.6,1,0,3,1
MKT-1231,Samburu,Long Rains,Goats,12,20.1,16.3,1,1,5,1
MKT-1232,Kajiado,Long Rains,Cattle,13,12.2,2.7,1,0,4,0
MKT-1233,Turkana,Dry Season,Goats,10,4.0,0.5,1,1,1,1
MKT-1234,Laikipia,Dry Season,Mixed,10,61.9,9.2,1,0,1,0
MKT-1235,Baringo,Dry Season,Sheep,12,49.6,8.4,0,0,5,0
MKT-1236,Garissa,Dry Season,Goats,10,58.2,32.7,1,0,4,0
MKT-1237,Narok,Dry Season,Sheep,20,11.9,10.2,1,1,8,1
MKT-1238,Turkana,Dry Season,Goats,10,24.5,3.2,0,0,2,0
MKT-1239,Wajir,Long Rains,Cattle,13,64.5,24.4,0,0,8,1
MKT-1240,Isiolo,Dry Season,Goats,16,55.8,3.6,2,0,6,0
MKT-1241,Garissa,Dry Season,Goats,21,71.1,13.8,2,0,10,0
MKT-1242,West Pokot,Short Rains,Camels,12,28.0,3.3,3,0,9,0
MKT-1243,Garissa,Short Rains,Mixed,10,27.3,0.5,1,0,6,0
MKT-1244,Narok,Short Rains,Cattle,10,15.6,10.6,1,2,7,0
MKT-1245,Laikipia,Dry Season,Cattle,10,60.0,3.4,0,0,8,0
MKT-1246,Laikipia,Long Rains,Sheep,10,66.5,3.3,1,1,1,1
MKT-1247,Isiolo,Short Rains,Goats,10,17.1,10.1,3,0,7,0
MKT-1248,Turkana,Dry Season,Goats,10,57.3,3.1,2,0,7,0
MKT-1249,Wajir,Short Rains,Goats,10,24.5,1.0,3,0,3,0
MKT-1250,Marsabit,Dry Season,Cattle,10,82.5,4.1,1,0,7,0
MKT-1251,Samburu,Dry Season,Camels,10,45.4,13.9,2,0,4,0
MKT-1252,Mandera,Dry Season,Sheep,10,8.2,1.1,5,0,6,0
MKT-1253,Garissa,Short Rains,Goats,16,25.1,6.5,1,0,2,0
MKT-1254,Baringo,Dry Season,Camels,15,21.2,1.1,1,1,4,0
MKT-1255,Kajiado,Long Rains,Mixed,10,40.4,0.5,1,0,10,0
MKT-1256,Marsabit,Long Rains,Cattle,10,24.7,3.8,2,1,10,1
MKT-1257,Kajiado,Long Rains,Mixed,10,56.5,8.6,0,0,4,0
MKT-1258,Laikipia,Long Rains,Cattle,12,54.6,2.6,3,0,5,0
MKT-1259,Narok,Dry Season,Sheep,12,54.6,4.7,0,0,6,0
MKT-1260,Isiolo,Long Rains,Mixed,10,23.5,5.4,4,0,4,0
MKT-1261,Isiolo,Dry Season,Sheep,11,35.5,14.7,1,0,6,0
MKT-1262,Samburu,Short Rains,Sheep,10,35.6,13.7,0,1,9,1
MKT-1263,Marsabit,Long Rains,Sheep,19,12.8,0.5,1,2,4,1
MKT-1264,West Pokot,Long Rains,Mixed,12,88.1,4.3,0,0,7,0
MKT-1265,Turkana,Long Rains,Mixed,10,27.6,8.5,1,0,7,0
MKT-1266,Isiolo,Dry Season,Mixed,11,88.0,15.3,1,0,8,0
MKT-1267,Laikipia,Dry Season,Goats,10,51.2,0.5,2,0,2,0
MKT-1268,West Pokot,Long Rains,Sheep,10,25.2,7.9,1,0,1,0
MKT-1269,Samburu,Dry Season,Goats,15,58.1,14.8,0,0,9,0
MKT-1270,Kajiado,Long Rains,Cattle,10,23.6,2.4,0,0,9,1
MKT-1271,Samburu,Short Rains,Mixed,18,68.9,1.8,1,1,4,1
MKT-1272,Baringo,Long Rains,Camels,10,42.8,5.0,0,0,4,0
MKT-1273,Baringo,Long Rains,Cattle,10,50.7,26.3,0,0,10,1
MKT-1274,Mandera,Dry Season,Sheep,18,21.2,9.4,1,1,3,1
MKT-1275,Mandera,Short Rains,Sheep,10,23.8,4.4,1,2,3,0
MKT-1276,Samburu,Long Rains,Goats,15,58.1,0.5,1,0,5,0
MKT-1277,Wajir,Short Rains,Mixed,27,81.4,6.5,3,1,5,1
MKT-1278,Marsabit,Short Rains,Mixed,15,39.1,3.4,2,1,4,0
MKT-1279,Kajiado,Long Rains,Cattle,12,24.8,1.6,0,1,5,1
MKT-1280,Turkana,Short Rains,Cattle,12,30.0,5.5,1,0,3,1
MKT-1281,Mandera,Dry Season,Cattle,13,45.7,3.3,1,0,6,0
MKT-1282,Garissa,Long Rains,Camels,10,33.2,0.5,3,0,8,0
MKT-1283,Isiolo,Short Rains,Camels,15,32.5,10.3,3,1,6,0
MKT-1284,Samburu,Long Rains,Sheep,11,3.9,10.6,3,1,7,1
MKT-1285,Turkana,Short Rains,Sheep,25,55.4,7.7,3,0,8,0
MKT-1286,Mandera,Dry Season,Sheep,10,35.6,14.7,0,3,7,1
MKT-1287,Kajiado,Short Rains,Mixed,10,65.6,1.8,1,0,10,0
MKT-1288,Samburu,Short Rains,Sheep,11,5.9,2.7,1,0,5,1
MKT-1289,Turkana,Long Rains,Goats,12,19.0,4.9,2,0,6,0
MKT-1290,Samburu,Dry Season,Cattle,14,83.6,0.5,0,1,6,0
MKT-1291,Turkana,Dry Season,Mixed,10,35.7,17.2,0,1,9,1
MKT-1292,Kajiado,Short Rains,Camels,16,51.2,5.4,0,0,5,0
MKT-1293,Samburu,Short Rains,Cattle,16,23.5,3.1,4,0,4,1
MKT-1294,West Pokot,Long Rains,Sheep,10,38.2,5.2,2,0,2,0
MKT-1295,Mandera,Dry Season,Camels,13,56.1,3.1,0,1,4,0
MKT-1296,Kajiado,Long Rains,Camels,10,14.8,2.7,4,1,2,0
MKT-1297,Narok,Long Rains,Camels,10,27.0,4.8,2,0,7,0
MKT-1298,Narok,Short Rains,Cattle,10,18.6,5.3,1,1,10,1
MKT-1299,Baringo,Short Rains,Mixed,10,18.0,4.5,2,1,6,0
MKT-1300,Baringo,Long Rains,Cattle,11,26.6,6.4,0,0,6,1
MKT-1301,Kajiado,Short Rains,Goats,10,15.0,12.2,2,1,1,1
MKT-1302,Baringo,Short Rains,Sheep,23,38.5,0.5,0,2,3,1
MKT-1303,Mandera,Short Rains,Mixed,10,15.8,13.4,1,0,2,0
MKT-1304,Baringo,Long Rains,Mixed,10,3.9,2.1,2,0,4,1
MKT-1305,Samburu,Short Rains,Sheep,10,15.5,2.3,2,0,9,1
MKT-1306,Marsabit,Long Rains,Goats,10,6.2,7.3,2,0,8,1
MKT-1307,Samburu,Dry Season,Camels,11,41.5,29.7,2,1,1,1
MKT-1308,Marsabit,Short Rains,Sheep,10,30.6,0.5,2,1,7,0
MKT-1309,Mandera,Long Rains,Camels,10,23.2,8.9,1,0,10,0
MKT-1310,Isiolo,Dry Season,Sheep,10,51.5,9.5,2,0,1,0
MKT-1311,Marsabit,Long Rains,Cattle,21,37.9,6.8,0,0,9,1
MKT-1312,Narok,Short Rains,Goats,13,11.9,0.5,2,0,9,1
MKT-1313,Kajiado,Short Rains,Goats,10,40.3,7.5,2,0,3,0
MKT-1314,Narok,Long Rains,Sheep,21,59.2,1.0,2,1,2,0
MKT-1315,Mandera,Long Rains,Goats,10,36.6,0.7,2,1,8,0
MKT-1316,Baringo,Short Rains,Camels,19,27.6,9.5,3,0,6,1
MKT-1317,Baringo,Dry Season,Goats,10,41.4,9.6,1,0,3,0
MKT-1318,Marsabit,Dry Season,Goats,18,26.1,17.7,0,0,5,1
MKT-1319,Laikipia,Short Rains,Goats,22,40.3,0.5,1,1,10,0
MKT-1320,Wajir,Dry Season,Mixed,10,49.1,3.8,1,1,9,0
MKT-1321,Baringo,Short Rains,Sheep,10,19.2,0.5,4,0,8,0
MKT-1322,Isiolo,Dry Season,Cattle,10,62.2,3.6,2,1,10,0
MKT-1323,Wajir,Short Rains,Cattle,10,20.1,5.4,1,0,2,0
MKT-1324,Narok,Dry Season,Mixed,10,34.4,6.0,2,1,4,0
MKT-1325,Marsabit,Short Rains,Mixed,10,42.9,3.5,1,0,10,0
MKT-1326,Mandera,Long Rains,Cattle,21,15.9,10.3,0,0,9,0
MKT-1327,Samburu,Short Rains,Camels,12,15.3,4.3,1,0,8,0
MKT-1328,Garissa,Dry Season,Cattle,13,15.1,5.8,1,0,3,0
MKT-1329,West Pokot,Short Rains,Cattle,12,82.9,12.9,1,0,2,0
MKT-1330,West Pokot,Short Rains,Sheep,10,41.3,1.5,4,1,4,0
MKT-1331,Mandera,Short Rains,Cattle,10,53.2,3.1,1,0,2,0
MKT-1332,Isiolo,Short Rains,Cattle,12,21.7,5.9,1,0,10,1
MKT-1333,Mandera,Dry Season,Goats,16,63.8,11.7,2,0,7,1
MKT-1334,Kajiado,Dry Season,Mixed,10,62.3,4.4,0,0,10,0
MKT-1335,Laikipia,Dry Season,Cattle,10,40.9,0.6,0,0,6,0
MKT-1336,Isiolo,Dry Season,Cattle,10,19.8,36.0,2,0,1,1
MKT-1337,Wajir,Short Rains,Camels,10,37.2,9.8,0,1,2,0
MKT-1338,West Pokot,Short Rains,Cattle,10,39.1,10.3,1,3,10,1
MKT-1339,Narok,Long Rains,Sheep,14,52.1,5.0,1,0,8,0
MKT-1340,Marsabit,Dry Season,Camels,16,53.2,6.3,1,0,10,0
MKT-1341,Kajiado,Dry Season,Cattle,15,39.6,41.0,0,0,8,1
MKT-1342,Turkana,Long Rains,Sheep,18,29.5,7.2,1,1,6,1
MKT-1343,Kajiado,Short Rains,Mixed,10,34.3,2.0,3,0,10,1
MKT-1344,Turkana,Short Rains,Cattle,14,33.7,26.7,0,0,10,0
MKT-1345,Garissa,Long Rains,Mixed,14,1.6,6.2,4,0,7,0
MKT-1346,Garissa,Dry Season,Cattle,22,31.4,0.5,2,0,2,1
MKT-1347,West Pokot,Short Rains,Camels,10,52.6,6.8,1,0,1,0
MKT-1348,Wajir,Dry Season,Camels,15,17.4,0.6,0,0,6,0
MKT-1349,Marsabit,Dry Season,Sheep,10,31.7,6.0,1,1,10,0
MKT-1350,West Pokot,Dry Season,Goats,10,79.7,14.0,1,0,3,0
MKT-1351,Samburu,Dry Season,Sheep,10,43.6,6.2,3,0,1,0
MKT-1352,West Pokot,Short Rains,Cattle,18,52.0,3.7,0,0,1,0
MKT-1353,Mandera,Dry Season,Mixed,14,25.4,17.1,2,0,3,0
MKT-1354,Mandera,Long Rains,Mixed,30,23.3,21.0,1,2,10,1
